Animal,Mês,Estação,Km,Trecho,Sentido,Trecho macro,Hora da Coleta,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetação Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa de Horario,Faixa de Quilometragem
morcego,6,Outono,20,11,RJ,Planalto,15:03:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
morcego,6,Outono,21,11,JF,Planalto,15:09:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,50,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
morcego,6,Outono,88,4,RJ,Serra,09:17:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
morcego,6,Outono,100,3,RJ,Serra,09:55:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,sim,não,não,sim,não,não,não,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
sagui-de-tufos-pretos,6,Outono,808,15,JF,Planalto,11:01:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 800 e 825
gambá-de-orelha-preta,6,Outono,817,14,RJ,Planalto,14:24:00,Defensa Metálica,2,Pavimento flexível (asfalto),5,90,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 12 e 15,Entre 800 e 825
tiziu,6,Outono,8,12,JF,Planalto,10:26:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
gambá-de-orelha-preta,6,Outono,51,8,RJ,Planalto,15:51:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,sim,Pista de rolamento,não,Entre 15 e 18,Entre 50 e 75
morcego,6,Outono,12,12,JF,Planalto,09:49:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 09 e 12,Entre 0 e 25
tiziu,6,Outono,14,12,RJ,Planalto,14:40:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
pia-cobra,6,Outono,36,9,RJ,Planalto,15:54:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
corujinha-do-mato,6,Outono,797,16,RJ,Planalto,12:53:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
preguiça-comum,6,Outono,83,5,RJ,Serra,11:05:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,sim,não,não,não,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
morcego,6,Outono,98,3,RJ,Serra,09:30:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
morcego,6,Outono,101,3,RJ,Serra,09:45:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,sim,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 100 e 125
sabiá-una,6,Outono,89,4,RJ,Serra,09:01:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
morcego,6,Outono,4,13,JF,Planalto,10:09:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,sim,sim,sim,sim,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
preguiça-comum,6,Outono,85,5,JF,Serra,11:00:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
morcego,6,Outono,90,4,RJ,Serra,08:35:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 09,Entre 75 e 100
alma-de-gato,6,Outono,26,10,RJ,Planalto,14:17:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 25 e 50
maritaca,6,Outono,47,8,JF,Planalto,08:49:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Pista de rolamento,não,Entre 06 e 09,Entre 25 e 50
saíra-lagarta,6,Outono,82,5,RJ,Serra,08:20:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 09,Entre 75 e 100
choca-da-mata,6,Outono,51,8,JF,Planalto,08:43:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 50 e 75
cachorro-do-mato,6,Outono,32,10,JF,Planalto,01:12:00,Canteiro divisório,2,Pavimento flexível (asfalto),3,90,Sem chuva,não,não,sim,sim,não,sim,não,Pista de rolamento,não,Entre 00 e 03,Entre 25 e 50
ave,6,Outono,87,4,JF,Serra,11:37:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
ouriço-cacheiro,6,Outono,66,6,RJ,Planalto,07:35:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 09,Entre 50 e 75
gambá-de-orelha-preta,6,Outono,6,12,JF,Planalto,10:11:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 09 e 12,Entre 0 e 25
tatu-galinha,6,Outono,71,6,JF,Planalto,07:53:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 50 e 75
ouriço-cacheiro,6,Outono,88,4,JF,Serra,11:30:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
gambá-de-orelha-preta,6,Outono,92,4,RJ,Serra,10:00:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,não,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
rato-de-bambu,6,Outono,96,3,RJ,Serra,00:00:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 00 e 03,Entre 75 e 100
morcego,6,Outono,97,3,RJ,Serra,10:27:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
maritaca,6,Outono,57,7,JF,Planalto,08:17:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,sim,Acostamento,não,Entre 06 e 09,Entre 50 e 75
coleirinho,6,Outono,41,9,JF,Planalto,09:07:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
sabiá,6,Outono,47,8,RJ,Planalto,15:43:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
gambá-de-orelha-preta,6,Outono,48,8,JF,Planalto,09:25:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 09 e 12,Entre 25 e 50
morcego,6,Outono,66,6,JF,Planalto,08:38:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 50 e 75
mamífero,6,Outono,93,4,JF,Serra,10:45:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
sapo-cururu,6,Outono,99,3,RJ,Serra,09:45:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
morcego,6,Outono,100,3,RJ,Serra,09:54:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
pomba-de-asa-branca,6,Outono,24,11,RJ,Planalto,15:25:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,não,sim,sim,sim,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
sabiá,6,Outono,29,10,RJ,Planalto,15:53:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 15 e 18,Entre 25 e 50
gambá-de-orelha-preta,6,Outono,91,4,RJ,Serra,09:38:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
sagui,6,Outono,98,3,JF,Serra,10:50:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
morcego,6,Outono,98,3,JF,Serra,10:53:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
pomba-de-asa-branca,6,Outono,45,9,JF,Planalto,10:13:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,70,Sem chuva,não,não,não,não,não,sim,sim,Acostamento,não,Entre 09 e 12,Entre 25 e 50
bico-chato-de-orelha-preta,6,Outono,58,7,RJ,Planalto,16:03:00,Defensa Metálica,2,Pavimento flexível (asfalto),5,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
sabiá-laranjeira,6,Outono,90,4,RJ,Serra,09:35:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
ave,6,Outono,47,8,JF,Planalto,08:59:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 25 e 50
ouriço-cacheiro,6,Outono,79,5,JF,Serra,08:10:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 09,Entre 75 e 100
morcego,6,Outono,794,17,RJ,Planalto,12:34:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
morcego,6,Outono,807,15,RJ,Planalto,14:12:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 12 e 15,Entre 800 e 825
trinca-ferro,6,Outono,78,5,JF,Serra,08:17:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 75 e 100
tiê-preto,6,Outono,63,7,RJ,Planalto,16:06:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 15 e 18,Entre 50 e 75
anu-preto,6,Outono,40,9,RJ,Planalto,15:21:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 15 e 18,Entre 25 e 50
morcego,6,Outono,23,11,JF,Planalto,09:35:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
morcego,6,Outono,787,17,RJ,Planalto,12:20:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
maritaca,6,Outono,58,7,RJ,Planalto,08:32:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,sim,Acostamento,não,Entre 06 e 09,Entre 50 e 75
cachorro-do-mato,6,Outono,47,8,JF,Planalto,07:28:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,sim,sim,sim,não,sim,não,sim,Pista de rolamento,não,Entre 06 e 09,Entre 25 e 50
morcego,6,Inverno,20,11,RJ,Planalto,14:50:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
morcego,6,Inverno,53,8,JF,Planalto,07:58:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 50 e 75
morcego,6,Inverno,10,12,JF,Planalto,09:37:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
morcego,6,Inverno,12,12,JF,Planalto,09:29:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
morcego,6,Inverno,16,11,RJ,Planalto,14:42:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
morcego,6,Inverno,58,7,RJ,Planalto,15:34:00,Defensa Metálica,4,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
ouriço-cacheiro,6,Inverno,86,4,RJ,Serra,10:00:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,sim,sim,Acostamento,não,Entre 09 e 12,Entre 75 e 100
gambá-de-orelha-preta,6,Inverno,98,3,JF,Serra,07:25:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 06 e 09,Entre 75 e 100
gambá-de-orelha-preta,6,Inverno,98,3,RJ,Serra,10:28:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
gambá-de-orelha-preta,6,Inverno,798,16,RJ,Planalto,13:50:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 12 e 15,Entre 775 e 800
limpa-folha-de-testa-bia,6,Inverno,80,5,RJ,Serra,09:00:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
maritaca,6,Inverno,10,12,JF,Planalto,09:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Pista de rolamento,não,Entre 09 e 12,Entre 0 e 25
tiê-preto,6,Inverno,42,9,JF,Planalto,08:49:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,sim,sim,não,Pista de rolamento,não,Entre 06 e 09,Entre 25 e 50
sabiá-laranjeira,6,Inverno,50,8,JF,Planalto,08:06:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 25 e 50
coruja-buraqueira,6,Inverno,106,2,RJ,Baixada,01:46:00,Barreira rígida (New Jersey),3,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 00 e 03,Entre 100 e 125
martim-pescador-verde,6,Inverno,101,3,RJ,Serra,09:40:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 100 e 125
rolinha,6,Inverno,103,3,RJ,Baixada,09:50:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 100 e 125
rolinha-caldo-de-feijão,6,Inverno,5,13,JF,Planalto,10:33:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
tapeti,6,Inverno,17,11,JF,Planalto,10:18:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 09 e 12,Entre 0 e 25
morcego,6,Inverno,777,18,RJ,Planalto,12:16:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,70,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
guariba,6,Inverno,821,14,JF,Planalto,14:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
guariba,6,Inverno,821,14,JF,Planalto,14:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 800 e 825
guariba,6,Inverno,821,14,JF,Planalto,14:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
guariba,6,Inverno,821,14,JF,Planalto,14:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
guariba,6,Inverno,821,14,JF,Planalto,14:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
guariba,6,Inverno,821,14,JF,Planalto,14:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
maritaca,6,Inverno,60,7,RJ,Planalto,16:07:00,Defensa Metálica,2,Pavimento flexível (asfalto),5,110,Sem chuva,não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 15 e 18,Entre 50 e 75
maritaca,6,Inverno,62,7,JF,Planalto,09:01:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 50 e 75
sanhaçu-cinzento,6,Inverno,56,7,JF,Planalto,09:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
morcego,6,Inverno,72,6,JF,Serra,08:42:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Chuva fina,não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 50 e 75
ouriço-cacheiro,6,Inverno,96,3,RJ,Serra,09:27:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva forte,não,não,não,não,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
bacurau,6,Inverno,8,12,JF,Planalto,09:11:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
morcego,6,Inverno,47,8,JF,Planalto,08:13:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,sim,Acostamento,não,Entre 06 e 09,Entre 25 e 50
morcego,6,Inverno,825,13,JF,Planalto,09:31:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 800 e 825
morcego,6,Inverno,21,11,RJ,Planalto,14:05:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,50,Sem chuva,sim,sim,não,sim,sim,sim,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
morcego,6,Inverno,31,10,JF,Planalto,08:33:00,Sem divisão,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 06 e 09,Entre 25 e 50
mamífero,6,Inverno,80,5,RJ,Serra,08:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Chuva fina,sim,não,não,sim,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 75 e 100
jacú,6,Inverno,818,14,JF,Planalto,09:00:00,Sem divisão,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,não,sim,sim,Acostamento,não,Entre 09 e 12,Entre 800 e 825
alma-de-gato,6,Inverno,795,16,RJ,Planalto,11:31:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,110,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 775 e 800
maritaca,6,Inverno,60,7,RJ,Planalto,14:59:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 50 e 75
sabiá-laranjeira,6,Inverno,828,13,JF,Planalto,09:25:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 825 e 850
rolinha-caldo-de-feijão,6,Inverno,99,3,RJ,Serra,10:32:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 75 e 100
anu-preto,6,Inverno,807,15,RJ,Planalto,13:54:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,sim,não,não,Pista de rolamento,não,Entre 12 e 15,Entre 800 e 825
sagui-de-tufos-pretos,6,Inverno,63,7,RJ,Planalto,15:08:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,não,não,sim,Pista de rolamento,não,Entre 15 e 18,Entre 50 e 75
gambá-de-orelha-preta,6,Inverno,37,9,JF,Planalto,09:30:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,sim,não,não,Pista de rolamento,não,Entre 09 e 12,Entre 25 e 50
morcego,6,Inverno,101,3,RJ,Serra,10:48:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,sim,não,sim,Acostamento,não,Entre 09 e 12,Entre 100 e 125
alma-de-gato,6,Inverno,10,12,RJ,Planalto,14:22:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
pombo-comum,6,Inverno,6,12,RJ,Planalto,14:51:00,Defensa Metálica,3,Pavimento flexível (asfalto),5,90,Sem chuva,não,não,sim,sim,não,sim,não,Pista de rolamento,não,Entre 12 e 15,Entre 0 e 25
rolinha-peito-cinza,6,Inverno,18,11,JF,Planalto,10:14:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
rolinha-caldo-de-feijão,6,Inverno,34,10,JF,Planalto,09:41:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,não,sim,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
